subject,exam_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,year
Physics,NECO,A particle of mass 3.6×10⁻⁶ kg revolving around the earth has a radial acceleration of 4.3×10⁷ ms⁻². Calculate the centripetal force of the particle,A. 6.25×10⁻² N,B. 1.00×10⁻² N,C. 2.00×10⁻² N,D. 1.55×10⁻² N,D,,2024
Physics,WAEC,"For a convex lens to form a real image, the distance between the object and the screen will be",A. equal to the focal length of the lens,B. less than the focal length of the lens,C. twice the focal length of the lens,D. four times the focal length of the lens,C,,2024
Physics,NECO,"For a convex lens to form a real image, the distance between the object and the screen will be",A. equal to the focal length of the lens,B. less than the focal length of the lens,C. twice the focal length of the lens,D. four times the focal length of the lens,C,,2024
Physics,WAEC,"In an RLC circuit with 6V inductor, 3V resistor, 2V capacitor from a constant voltage source. Determine the peak value of the applied e.m.f.",A. 1V,B. 4V,C. 5V,D. 1V,C,,2024
Physics,NECO,"In an RLC circuit with 6V inductor, 3V resistor, 2V capacitor from a constant voltage source. Determine the peak value of the applied e.m.f.",A. 1V,B. 4V,C. 5V,D. 1V,C,,2024
Physics,WAEC,"A 2μF capacitor is connected directly across a 150 Vrms, 60 Hz A.C. source. Calculate the rms value of the current",A. 0.113 A,B. 0.160 A,C. 150 A,D. 1324 A,A,,2024
Physics,NECO,"A 2μF capacitor is connected directly across a 150 Vrms, 60 Hz A.C. source. Calculate the rms value of the current",A. 0.113 A,B. 0.160 A,C. 150 A,D. 1324 A,A,,2024
Physics,WAEC,A body of mass m is projected vertically upward with a velocity y. At what position will the potential energy be maximum?,A. y²/g,B. 2y²/g,C. y²/2g,D. y²/4g,C,,2024
Physics,NECO,A body of mass m is projected vertically upward with a velocity y. At what position will the potential energy be maximum?,A. y²/g,B. 2y²/g,C. y²/2g,D. y²/4g,C,,2024
Physics,WAEC,Light of energy 1.12×10⁻¹⁸ J is incident on a metal of ejected electrons with maximum energy of 8.0×10⁻¹⁹ J. Calculate the threshold frequency of the metal (h = 6.626×10⁻³⁴ Js),A. 4.8×10¹⁴ Hz,B. 1.2×10¹⁵ Hz,C. 4.8×10¹⁵ Hz,D. 2.8×10¹⁵ Hz,A,,2024
Physics,NECO,Light of energy 1.12×10⁻¹⁸ J is incident on a metal of ejected electrons with maximum energy of 8.0×10⁻¹⁹ J. Calculate the threshold frequency of the metal (h = 6.626×10⁻³⁴ Js),A. 4.8×10¹⁴ Hz,B. 1.2×10¹⁵ Hz,C. 4.8×10¹⁵ Hz,D. 2.8×10¹⁵ Hz,A,,2024
Physics,WAEC,An object 2.0 cm high is placed at the radius of curvature of a concave mirror such that it is perpendicular to the principal axis of the mirror. Determine the height of the image,A. 0.5 cm,B. 1.0 cm,C. 1.5 cm,D. 2.0 cm,D,,2024
Physics,NECO,An object 2.0 cm high is placed at the radius of curvature of a concave mirror such that it is perpendicular to the principal axis of the mirror. Determine the height of the image,A. 0.5 cm,B. 1.0 cm,C. 1.5 cm,D. 2.0 cm,D,,2024
Physics,WAEC,"Two boxes P and Q of masses 27.3 kg and 6.2 kg respectively on a smooth horizontal surface. If a force of F 150N is applied to the combined forces, calculate the acceleration",A. 4.5 ms⁻²,B. 5.5 ms⁻²,C. 6.5 ms⁻²,D. 7.5 ms⁻²,A,,2024
Physics,NECO,"Two boxes P and Q of masses 27.3 kg and 6.2 kg respectively on a smooth horizontal surface. If a force of F 150N is applied to the combined forces, calculate the acceleration",A. 4.5 ms⁻²,B. 5.5 ms⁻²,C. 6.5 ms⁻²,D. 7.5 ms⁻²,A,,2024
Physics,WAEC,"Mass of the boy = 40 kg, final velocity of the boy = 1.5 ms⁻¹, final velocity of the skateboard = -20 ms⁻¹. Calculate the mass of the skateboard",A. 2 kg,B. 3 kg,C. 4 kg,D. 5 kg,B,,2024
Physics,NECO,"Mass of the boy = 40 kg, final velocity of the boy = 1.5 ms⁻¹, final velocity of the skateboard = -20 ms⁻¹. Calculate the mass of the skateboard",A. 2 kg,B. 3 kg,C. 4 kg,D. 5 kg,B,,2024
Physics,WAEC,"The depolarization agent in a Leclanché cell is manganese dioxide (MnO₂). In a Leclanché cell, MnO₂ is used to",prevent build-up of hydrogen gas at cathode,increase the emf,decrease the internal resistance,D. increase conductivity,A,,2024
Physics,NECO,"The depolarization agent in a Leclanché cell is manganese dioxide (MnO₂). In a Leclanché cell, MnO₂ is used to",prevent build-up of hydrogen gas at cathode,increase the emf,decrease the internal resistance,D. increase conductivity,A,,2024
Physics,WAEC,D: anomalous expansion of water. Water has its highest density and consequently its lowest volume,at 0°C,at 2°C,at 4°C,at 6°C,C,,2024
Physics,NECO,D: anomalous expansion of water. Water has its highest density and consequently its lowest volume,at 0°C,at 2°C,at 4°C,at 6°C,C,,2024
Physics,WAEC,"Thermal expansion in the balance wheel of a watch is disadvantageous because it causes dimensional changes that alter the wheel's moment of inertia, impacting the oscillation period and thus the accuracy of timekeeping. To minimize this:",Use bimetallic strip,Use metals with high expansivity,Use very thin wheel,Use Invar alloy,D,,2024
Physics,NECO,"Thermal expansion in the balance wheel of a watch is disadvantageous because it causes dimensional changes that alter the wheel's moment of inertia, impacting the oscillation period and thus the accuracy of timekeeping. To minimize this:",Use bimetallic strip,Use metals with high expansivity,Use very thin wheel,Use Invar alloy,D,,2024
Physics,WAEC,D: Thermal expansion in the balance wheel of a watch. What is the correct type of expansion?,Linear expansion,Superficial expansion,Cubic expansion,Volume expansion,A,,2024
Physics,NECO,D: Thermal expansion in the balance wheel of a watch. What is the correct type of expansion?,Linear expansion,Superficial expansion,Cubic expansion,Volume expansion,A,,2024
Physics,WAEC,"If the diameter is 20 cm, the radius of curvature R = diameter/2 = 10 cm. Also f = R/2 = 5 cm. When the inside portion is painted/coated/polished, the outside is the reflecting surface. This means it forms a",concave mirror of focal length 5 cm,convex mirror of focal length 5 cm,convex mirror of focal length 10 cm,plane mirror,B,,2024
Physics,NECO,"If the diameter is 20 cm, the radius of curvature R = diameter/2 = 10 cm. Also f = R/2 = 5 cm. When the inside portion is painted/coated/polished, the outside is the reflecting surface. This means it forms a",concave mirror of focal length 5 cm,convex mirror of focal length 5 cm,convex mirror of focal length 10 cm,plane mirror,B,,2024
Physics,WAEC,"The time to reach maximum height, the maximum height reached, time of flight and the range all depend on",mass and velocity only,"initial velocity, angle of projection and acceleration due to gravity",initial velocity and angle of projection only,D. acceleration due to gravity only,B,,2024
Physics,NECO,"The time to reach maximum height, the maximum height reached, time of flight and the range all depend on",mass and velocity only,"initial velocity, angle of projection and acceleration due to gravity",initial velocity and angle of projection only,D. acceleration due to gravity only,B,,2024
Physics,WAEC,"At higher altitudes, there is less air above a given point exerting downward pressure. As a result, the weight of the air column is less, leading to a lower atmospheric pressure. What device measures atmospheric pressure?",Thermometer,Barometer,Manometer,Hydrometer,B,,2024
Physics,NECO,"At higher altitudes, there is less air above a given point exerting downward pressure. As a result, the weight of the air column is less, leading to a lower atmospheric pressure. What device measures atmospheric pressure?",Thermometer,Barometer,Manometer,Hydrometer,B,,2024
Physics,WAEC,D: X-rays are produced by the interaction of high-energy electrons with matter. What about gamma rays?,Gamma rays are produced by high-energy electron interaction with matter,Gamma rays are emitted from the nucleus during radioactive decay,Gamma rays travel slower than X-rays,Gamma rays have shorter wavelength than X-rays,B,,2024
Physics,NECO,D: X-rays are produced by the interaction of high-energy electrons with matter. What about gamma rays?,Gamma rays are produced by high-energy electron interaction with matter,Gamma rays are emitted from the nucleus during radioactive decay,Gamma rays travel slower than X-rays,Gamma rays have shorter wavelength than X-rays,B,,2024
Physics,WAEC,"D: Dispersion causes a rainbow by separating white sunlight into its component colours when sunlight enters a raindrop, where it is refracted and dispersed due to varying wavelengths. Which phenomenon does this involve?",Reflection,Refraction,Diffraction,All of the above,D,,2024
Physics,NECO,"D: Dispersion causes a rainbow by separating white sunlight into its component colours when sunlight enters a raindrop, where it is refracted and dispersed due to varying wavelengths. Which phenomenon does this involve?",Reflection,Refraction,Diffraction,All of the above,D,,2024
Physics,WAEC,"Recall the power loss due to resistance in the transmission lines is given by P = I²R. Thus, by transmitting at high voltage and low current, the current is minimized, significantly reducing power loss. For economical power transmission:",Use thick copper wires,Use high voltage and low current,Use low voltage and high current,Use direct current only,B,,2024
Physics,NECO,"Recall the power loss due to resistance in the transmission lines is given by P = I²R. Thus, by transmitting at high voltage and low current, the current is minimized, significantly reducing power loss. For economical power transmission:",Use thick copper wires,Use high voltage and low current,Use low voltage and high current,Use direct current only,B,,2024
Physics,WAEC,"Gamma has the highest penetration power while alpha has the lowest. In terms of ionization power, alpha ranks first while gamma ranks last i.e. alpha > beta > gamma. Which has the greatest ionizing power?",Alpha,Beta,Gamma,X-ray,A,,2024
Physics,NECO,"Gamma has the highest penetration power while alpha has the lowest. In terms of ionization power, alpha ranks first while gamma ranks last i.e. alpha > beta > gamma. Which has the greatest ionizing power?",Alpha,Beta,Gamma,X-ray,A,,2024
Physics,WAEC,"From the formula R = ρl/A, we can infer that the resistance R of a wire increases as cross-sectional area decreases. For an electric cable:",Use thick wire for high resistance,Use thin wire for high resistance,Use thin wire for low resistance,D. Use thick wire for low resistance,B,,2024
Physics,NECO,"From the formula R = ρl/A, we can infer that the resistance R of a wire increases as cross-sectional area decreases. For an electric cable:",Use thick wire for high resistance,Use thin wire for high resistance,Use thin wire for low resistance,D. Use thick wire for low resistance,B,,2024
Physics,WAEC,B: The maximum displacement of particles from equilibrium position in a wave motion is known as,frequency,amplitude,wavelength,period,B,,2024
Physics,NECO,B: The maximum displacement of particles from equilibrium position in a wave motion is known as,frequency,amplitude,wavelength,period,B,,2024
Physics,WAEC,"m_c c Δθ_c = m_h c Δθ_h. 70 × c × (f – 25) = 70 × c × (35 – f). Then f – 25 = 35 – f, 2f = 60. f = 30°C. What is the final temperature?",20°C,25°C,30°C,35°C,C,,2024
Physics,NECO,"m_c c Δθ_c = m_h c Δθ_h. 70 × c × (f – 25) = 70 × c × (35 – f). Then f – 25 = 35 – f, 2f = 60. f = 30°C. What is the final temperature?",20°C,25°C,30°C,35°C,C,,2024
Physics,WAEC,I_g R_g / (I – I_g) = R_shunt. R_shunt = 0.01 × 5 / (2 – 0.01) = 0.05 / 1.99 = 0.025Ω. The shunt resistance is approximately,0.025Ω,0.05Ω,0.25Ω,0.5Ω,A,,2024
Physics,NECO,I_g R_g / (I – I_g) = R_shunt. R_shunt = 0.01 × 5 / (2 – 0.01) = 0.05 / 1.99 = 0.025Ω. The shunt resistance is approximately,0.025Ω,0.05Ω,0.25Ω,0.5Ω,A,,2024
Physics,WAEC,"B: Keepers reduce self-demagnetization of magnets by providing a low reluctance path for magnetic flux, thereby containing the flux within the keeper. This minimizes external magnetic field interference. Keepers are used to",increase magnetization,reduce self-demagnetization,prevent rusting,increase susceptibility,B,,2024
Physics,NECO,"B: Keepers reduce self-demagnetization of magnets by providing a low reluctance path for magnetic flux, thereby containing the flux within the keeper. This minimizes external magnetic field interference. Keepers are used to",increase magnetization,reduce self-demagnetization,prevent rusting,increase susceptibility,B,,2024
Physics,WAEC,Loudness does not affect the speed of sound. Loudness is related to the amplitude of the sound wave and this has no influence on the speed at which sound waves travel. Which characteristic of sound affects its speed?,Loudness,Amplitude,Temperature of medium,Frequency,C,,2024
Physics,NECO,Loudness does not affect the speed of sound. Loudness is related to the amplitude of the sound wave and this has no influence on the speed at which sound waves travel. Which characteristic of sound affects its speed?,Loudness,Amplitude,Temperature of medium,Frequency,C,,2024
Physics,WAEC,"The main disadvantage of a convex mirror as a driving mirror is that it distorts the perception of distance, making objects appear farther away than they actually are. This can make it difficult for drivers to accurately judge the speed and distance of other vehicles. What other disadvantage does it have?",It cannot form real images,It produces virtual images only,C. It reduces the field of view,D. It cannot be used outdoors,B,,2024
Physics,NECO,"The main disadvantage of a convex mirror as a driving mirror is that it distorts the perception of distance, making objects appear farther away than they actually are. This can make it difficult for drivers to accurately judge the speed and distance of other vehicles. What other disadvantage does it have?",It cannot form real images,It produces virtual images only,C. It reduces the field of view,D. It cannot be used outdoors,B,,2024
Physics,WAEC,"A: The heat that will be extracted when steam at 100°C condenses to water at 100°C = mL = (0.02×2.26×10⁶) J = 45,200 J. To cool the water at 100°C to 97°C, heat extracted = mc Δθ = 0.02×4200×3 = 252 J. Total heat extracted = 45,452 J. What formula is used?",Q = mL only,Q = mcΔθ only,Q = mL + mcΔθ,Q = mL – mcΔθ,C,,2024
Physics,NECO,"A: The heat that will be extracted when steam at 100°C condenses to water at 100°C = mL = (0.02×2.26×10⁶) J = 45,200 J. To cool the water at 100°C to 97°C, heat extracted = mc Δθ = 0.02×4200×3 = 252 J. Total heat extracted = 45,452 J. What formula is used?",Q = mL only,Q = mcΔθ only,Q = mL + mcΔθ,Q = mL – mcΔθ,C,,2024
Physics,WAEC,"B: All the points given are reasons why water is not a good thermometric liquid but the lack of uniform expansion is the most critical. Water has an anomalous behaviour, particularly near its freezing point, where it actually contracts upon heating until it reaches 4°C and then expands. This non-linear expansion makes it difficult to correlate temperature changes with volume changes accurately. Why is water not a good thermometric liquid?",High boiling point,Anomalous expansion,High specific heat capacity,Colourless,B,,2024
Physics,NECO,"B: All the points given are reasons why water is not a good thermometric liquid but the lack of uniform expansion is the most critical. Water has an anomalous behaviour, particularly near its freezing point, where it actually contracts upon heating until it reaches 4°C and then expands. This non-linear expansion makes it difficult to correlate temperature changes with volume changes accurately. Why is water not a good thermometric liquid?",High boiling point,Anomalous expansion,High specific heat capacity,Colourless,B,,2024
Physics,WAEC,D: The constant temperature at which a liquid changes into gaseous state is known as its,boiling point,melting point,dew point,evaporation point,A,,2024
Physics,NECO,D: The constant temperature at which a liquid changes into gaseous state is known as its,boiling point,melting point,dew point,evaporation point,A,,2024
Physics,WAEC,D: This is the anomalous expansion of water as described. Water has its highest density and consequently its lowest volume for a constant mass at 4°C. The expansion curve of mercury shows,A. expansion curve of mercury,B. expansion curve of water,C. expansion curve of liquid oxygen,D. anomalous expansion of water,D,,2024
Physics,NECO,D: This is the anomalous expansion of water as described. Water has its highest density and consequently its lowest volume for a constant mass at 4°C. The expansion curve of mercury shows,A. expansion curve of mercury,B. expansion curve of water,C. expansion curve of liquid oxygen,D. anomalous expansion of water,D,,2024
Physics,WAEC,"The diagram illustrates a pulley system used to raise 10 kg load. If the effort F needed to raise the load is 70N, calculate the efficiency of the machine (g = 10 ms⁻²)",20.0%,35.7%,50.0%,75.0%,B,,2025
Physics,NECO,"The diagram illustrates a pulley system used to raise 10 kg load. If the effort F needed to raise the load is 70N, calculate the efficiency of the machine (g = 10 ms⁻²)",20.0%,35.7%,50.0%,75.0%,B,,2025
Physics,WAEC,The diagram illustrates the force-displacement of a body. Calculate the work done during the first 20m of motion,1000 J,825 J,750 J,500 J,B,,2025
Physics,NECO,The diagram illustrates the force-displacement of a body. Calculate the work done during the first 20m of motion,1000 J,825 J,750 J,500 J,B,,2025
Physics,WAEC,The dispersion of light would result in which of the following phenomena?,Eclipse,Shadow,Rainbow,Mirage,C,,2025
Physics,NECO,The dispersion of light would result in which of the following phenomena?,Eclipse,Shadow,Rainbow,Mirage,C,,2025
Physics,WAEC,The best colour of shirt to be worn on a bright noon day is,A. red,B. black,C. green,D. white,D,,2025
Physics,NECO,The best colour of shirt to be worn on a bright noon day is,A. red,B. black,C. green,D. white,D,,2025
Physics,WAEC,The image found when an object is placed between the focus and centre of a converging lens is,"A. real, inverted and magnified and diminished","B. real, inverted and diminished","C. erect, virtual and magnified","D. erect, virtual and diminished",C,,2025
Physics,NECO,The image found when an object is placed between the focus and centre of a converging lens is,"A. real, inverted and magnified and diminished","B. real, inverted and diminished","C. erect, virtual and magnified","D. erect, virtual and diminished",C,,2025
Physics,WAEC,"For a charged body moving in an electric and magnetic crossed field, the ratio of the electric field intensity E to the magnetic flux density B is known as",Lorentz ratio,Charge ratio,Velocity selector,Electrochemical equivalence,C,,2025
Physics,NECO,"For a charged body moving in an electric and magnetic crossed field, the ratio of the electric field intensity E to the magnetic flux density B is known as",Lorentz ratio,Charge ratio,Velocity selector,Electrochemical equivalence,C,,2025
Physics,WAEC,A note K from a keyboard has an amplitude of 0.5 cm and frequency 2000 Hz. Another note M from a guitar has an amplitude of 1.5 cm and frequency 2000 Hz. Which statement is true if the two notes are compared?,K is louder than M,M is louder than K,K and M have the same timbre,K and M have the same pitch,D,,2025
Physics,NECO,A note K from a keyboard has an amplitude of 0.5 cm and frequency 2000 Hz. Another note M from a guitar has an amplitude of 1.5 cm and frequency 2000 Hz. Which statement is true if the two notes are compared?,K is louder than M,M is louder than K,K and M have the same timbre,K and M have the same pitch,D,,2025
Physics,WAEC,"A simple pendulum of length 0.8m is set oscillating on a planet. If the pendulum completes 20 oscillations in 60s, calculate the acceleration due to gravity on this planet (π = 3.14)",A. 2.5 ms⁻²,B. 3.0 ms⁻²,C. 3.5 ms⁻²,D. 3.8 ms⁻²,C,,2025
Physics,NECO,"A simple pendulum of length 0.8m is set oscillating on a planet. If the pendulum completes 20 oscillations in 60s, calculate the acceleration due to gravity on this planet (π = 3.14)",A. 2.5 ms⁻²,B. 3.0 ms⁻²,C. 3.5 ms⁻²,D. 3.8 ms⁻²,C,,2025
Physics,WAEC,"A liquid of mass 2 kg at 61°C is kept in a lagged vessel. If another 2 kg of the same liquid at 21°C is added to the liquid in the vessel, calculate the final temperature of the mixture",A. 50°C,B. 41°C,C. 30°C,D. 15°C,B,,2025
Physics,NECO,"A liquid of mass 2 kg at 61°C is kept in a lagged vessel. If another 2 kg of the same liquid at 21°C is added to the liquid in the vessel, calculate the final temperature of the mixture",A. 50°C,B. 41°C,C. 30°C,D. 15°C,B,,2025
Physics,WAEC,The diagram below indicates the current induced in a coil as a result of relative motion between it and a bar magnet. Which of the diagram illustrates the direction of the induced current?,Diagram A,Diagram B,Diagram C,Diagram D,B,,2025
Physics,NECO,The diagram below indicates the current induced in a coil as a result of relative motion between it and a bar magnet. Which of the diagram illustrates the direction of the induced current?,Diagram A,Diagram B,Diagram C,Diagram D,B,,2025
Physics,WAEC,"If two bodies A and B are each in thermal equilibrium with another body C, then the three bodies are in thermal equilibrium with each other. This is statement of",A. zeroth law of thermodynamics,B. first law of thermodynamics,C. second law of thermodynamics,D. third law of thermodynamics,A,,2025
Physics,NECO,"If two bodies A and B are each in thermal equilibrium with another body C, then the three bodies are in thermal equilibrium with each other. This is statement of",A. zeroth law of thermodynamics,B. first law of thermodynamics,C. second law of thermodynamics,D. third law of thermodynamics,A,,2025
Physics,WAEC,A constant voltage source below supplies a sinusoidal alternating e.m.f. The voltage marked against the components are the peak values. Determine the peak value of the applied e.m.f.,A. 11.0V,B. 9.0V,C. 8.0V,D. 5.0V,C,,2025
Physics,NECO,A constant voltage source below supplies a sinusoidal alternating e.m.f. The voltage marked against the components are the peak values. Determine the peak value of the applied e.m.f.,A. 11.0V,B. 9.0V,C. 8.0V,D. 5.0V,C,,2025
Physics,WAEC,"A vibrator is used to generate ripples in a ripple tank. If the distance between two successive troughs is 3.5 cm and the wave travels a distance of 31.5 cm in 1.5s, calculate the frequency of the vibrator",A. 3.0 Hz,B. 6.0 Hz,C. 9.0 Hz,D. 12.0 Hz,C,,2025
Physics,NECO,"A vibrator is used to generate ripples in a ripple tank. If the distance between two successive troughs is 3.5 cm and the wave travels a distance of 31.5 cm in 1.5s, calculate the frequency of the vibrator",A. 3.0 Hz,B. 6.0 Hz,C. 9.0 Hz,D. 12.0 Hz,C,,2025
Physics,WAEC,The speed of light in medium A of refractive index 1.5 is 2.0×10⁸ ms⁻¹. Determine the speed of light in medium B of refractive index 1.2,A. 1.8×10⁸ ms⁻¹,B. 2.5×10⁸ ms⁻¹,C. 2.7×10⁸ ms⁻¹,D. 3.0×10⁸ ms⁻¹,B,,2025
Physics,NECO,The speed of light in medium A of refractive index 1.5 is 2.0×10⁸ ms⁻¹. Determine the speed of light in medium B of refractive index 1.2,A. 1.8×10⁸ ms⁻¹,B. 2.5×10⁸ ms⁻¹,C. 2.7×10⁸ ms⁻¹,D. 3.0×10⁸ ms⁻¹,B,,2025
Physics,WAEC,The wavelength of a sound note travelling with a speed of 360 ms⁻¹ is 600m. Determine the period of the note,"A. 60,000 s",B. 6.000 s,C. 1.667 s,D. 0.167 s,C,,2025
Physics,NECO,The wavelength of a sound note travelling with a speed of 360 ms⁻¹ is 600m. Determine the period of the note,"A. 60,000 s",B. 6.000 s,C. 1.667 s,D. 0.167 s,C,,2025
Physics,WAEC,In which of the following levers is the effort applied between the load and the fulcrum?,pliers,wheel barrow,sugar tongs,table knife,C,,2025
Physics,NECO,In which of the following levers is the effort applied between the load and the fulcrum?,pliers,wheel barrow,sugar tongs,table knife,C,,2025
Physics,WAEC,The current passing through the 6Ω is 1.5A. Calculate the current in the 3Ω resistor,A. 1.20A,B. 0.90A,C. 0.75A,D. 0.60A,B,,2025
Physics,NECO,The current passing through the 6Ω is 1.5A. Calculate the current in the 3Ω resistor,A. 1.20A,B. 0.90A,C. 0.75A,D. 0.60A,B,,2025
Physics,WAEC,Calculate the terminal p.d. of the battery in the diagram,A. 7.20V,B. 7.50V,C. 10.80V,D. 11.25V,A,,2025
Physics,NECO,Calculate the terminal p.d. of the battery in the diagram,A. 7.20V,B. 7.50V,C. 10.80V,D. 11.25V,A,,2025
Physics,WAEC,Which of the statements is correct about the nucleus of an atom?,It is centrally located in the atom,It contains the nucleons and electrons,It is positively charged due to the protons,It decays when there is instability inside A,A,,2025
Physics,NECO,Which of the statements is correct about the nucleus of an atom?,It is centrally located in the atom,It contains the nucleons and electrons,It is positively charged due to the protons,It decays when there is instability inside A,A,,2025
Physics,WAEC,A radioactive element of mass 16g was isolated and stored. It was discovered that after 40 days only 1g of the element remained undecayed. Calculate the half-life of the element,A. 2.5 days,B. 5.0 days,C. 10.0 days,D. 15.0 days,C,,2025
Physics,NECO,A radioactive element of mass 16g was isolated and stored. It was discovered that after 40 days only 1g of the element remained undecayed. Calculate the half-life of the element,A. 2.5 days,B. 5.0 days,C. 10.0 days,D. 15.0 days,C,,2025
Physics,WAEC,Which of the following reasons explains why the walls and ceilings of a standard concert hall are usually covered with perforated pads?,To increase the intensity of sound waves,To increase the loudness of sound waves,To reduce the effect of reverberation of sound waves,To decrease the frequency of sound waves,C,,2025
Physics,NECO,Which of the following reasons explains why the walls and ceilings of a standard concert hall are usually covered with perforated pads?,To increase the intensity of sound waves,To increase the loudness of sound waves,To reduce the effect of reverberation of sound waves,To decrease the frequency of sound waves,C,,2025
Physics,WAEC,"A bucket of water of mass 10 kg is swung in a vertical circle of radius 1.2m. While at the lowest position of the swing, its speed is 5 ms⁻¹. Determine the tension in the string (g = 10 ms⁻²)",A. 41.7 N,B. 141.7 N,C. 208.3 N,D. 308.3 N,D,,2025
Physics,NECO,"A bucket of water of mass 10 kg is swung in a vertical circle of radius 1.2m. While at the lowest position of the swing, its speed is 5 ms⁻¹. Determine the tension in the string (g = 10 ms⁻²)",A. 41.7 N,B. 141.7 N,C. 208.3 N,D. 308.3 N,D,,2025
Physics,WAEC,A man's near point is 30 cm. Which of the following eye defects is the man likely to suffer from?,hypermetropia,myopia,presbyopia,astigmatism,A,,2025
Physics,NECO,A man's near point is 30 cm. Which of the following eye defects is the man likely to suffer from?,hypermetropia,myopia,presbyopia,astigmatism,A,,2025
Physics,WAEC,White light can be produced by a combination of,II only,"I, II and III only",I and III only,II and III only,A,,2025
Physics,NECO,White light can be produced by a combination of,II only,"I, II and III only",I and III only,II and III only,A,,2025
Physics,WAEC,The diagram shows a beam of light incident on a mirror. Such a mirror can be used as,A. surveillance mirror,B. make-up mirror,C. reflector in microscope,D. depressing mirror,A,,2025
Physics,NECO,The diagram shows a beam of light incident on a mirror. Such a mirror can be used as,A. surveillance mirror,B. make-up mirror,C. reflector in microscope,D. depressing mirror,A,,2025
Physics,WAEC,Which of the following statements about stationary wave is NOT true?,Particles between adjacent nodes vibrate out of phase with each other,Successive nodes or antinodes occur at intervals of half a wavelength,Particles between adjacent nodes vibrate in phase with each other,Particles between adjacent nodes have different amplitudes,A,,2025
Physics,NECO,Which of the following statements about stationary wave is NOT true?,Particles between adjacent nodes vibrate out of phase with each other,Successive nodes or antinodes occur at intervals of half a wavelength,Particles between adjacent nodes vibrate in phase with each other,Particles between adjacent nodes have different amplitudes,A,,2025
Physics,WAEC,"In a pipe closed at one end and open at the other end, the overtones that accompany the fundamental frequency are",A. odd integer multiples of the fundamental frequency,B. even integer multiples of the fundamental frequency,C. all integer multiples of the fundamental frequency,D. prime integer multiples of the fundamental frequency,A,,2025
Physics,NECO,"In a pipe closed at one end and open at the other end, the overtones that accompany the fundamental frequency are",A. odd integer multiples of the fundamental frequency,B. even integer multiples of the fundamental frequency,C. all integer multiples of the fundamental frequency,D. prime integer multiples of the fundamental frequency,A,,2025
Physics,WAEC,A radioactive substance of mass 512g decays to 64g. Determine the number of half-life involved in the decay,A. 8,B. 6,C. 4,D. 3,D,,2025
Physics,NECO,A radioactive substance of mass 512g decays to 64g. Determine the number of half-life involved in the decay,A. 8,B. 6,C. 4,D. 3,D,,2025
Physics,WAEC,Two waves will interfere destructively if the path difference between the waves is,A. one wavelength,B. one-half wavelength,C. one-quarter wavelength,D. one-eighth wavelength,B,,2025
Physics,NECO,Two waves will interfere destructively if the path difference between the waves is,A. one wavelength,B. one-half wavelength,C. one-quarter wavelength,D. one-eighth wavelength,B,,2025
Physics,WAEC,Which of the following statements about a step up transformer is correct?,It has a less number of turns in the primary coil than in the secondary coil,B. more number of turns in the primary coil than in the secondary coil,C. equal number of turns in the primary coil and the secondary coil,D. its primary coil far away from the secondary coil,A,,2025
Physics,NECO,Which of the following statements about a step up transformer is correct?,It has a less number of turns in the primary coil than in the secondary coil,B. more number of turns in the primary coil than in the secondary coil,C. equal number of turns in the primary coil and the secondary coil,D. its primary coil far away from the secondary coil,A,,2025
Physics,WAEC,The unit of magnetic flux density is,tesla,walt,newton per metre,coulomb,A,,2025
Physics,NECO,The unit of magnetic flux density is,tesla,walt,newton per metre,coulomb,A,,2025
Physics,WAEC,Meters are installed in houses to monitor and evaluate the cost of the electricity consumed. What physical quantity does this meter measure?,power,energy,voltage,current,B,,2025
Physics,NECO,Meters are installed in houses to monitor and evaluate the cost of the electricity consumed. What physical quantity does this meter measure?,power,energy,voltage,current,B,,2025
Physics,WAEC,The type of energy stored by a dry Leclanché cell is,chemical,electrical,nuclear,thermal,A,,2025
Physics,NECO,The type of energy stored by a dry Leclanché cell is,chemical,electrical,nuclear,thermal,A,,2025
Physics,WAEC,The microphone transforms energy from,A. electrical to sound,B. sound to electrical,C. electrical to mechanical,D. sound to mechanical,B,,2025
Physics,NECO,The microphone transforms energy from,A. electrical to sound,B. sound to electrical,C. electrical to mechanical,D. sound to mechanical,B,,2025
Physics,WAEC,"A hospital received 16g of a radioactive substance at 13100 hour GMT. At 1700 hour GMT, the fraction of the substances left undecayed was 1/16. Determine the half-life of the substances",A. 4 hours,B. 2 hours,C. 1 hour,D. 0.5 hour,C,,2025
Physics,NECO,"A hospital received 16g of a radioactive substance at 13100 hour GMT. At 1700 hour GMT, the fraction of the substances left undecayed was 1/16. Determine the half-life of the substances",A. 4 hours,B. 2 hours,C. 1 hour,D. 0.5 hour,C,,2025
Physics,WAEC,Which of the following situations pertains to Newton's third law of motion?,A ball rolling on the ground,An accelerating car,A rocket propelled into space,D. pedalling of bicycle,C,,2025
Physics,NECO,Which of the following situations pertains to Newton's third law of motion?,A ball rolling on the ground,An accelerating car,A rocket propelled into space,D. pedalling of bicycle,C,,2025
Physics,WAEC,The force and velocity of a system are each reduced simultaneously by one-half. The power of the system is,doubled,reduced by a quarter,C. reduced by half,D. constant,B,,2025
Physics,NECO,The force and velocity of a system are each reduced simultaneously by one-half. The power of the system is,doubled,reduced by a quarter,C. reduced by half,D. constant,B,,2025
